Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
Kenya,KEN,2018,4.655702591,8.403982162,0.706719875,57.29999924,0.821412981,0.284663737,0.844244063,KEN,61.43641663,8.580123225,4.689819761,91.28074342,33.89781937,72.27149963,62.93905588,103.8314319,85.87845777,24.4,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,19.5,66.342,51392570,72.97,27.03
Kyrgyzstan,KGZ,2018,5.297383308,8.543475151,0.898147821,65.27500153,0.94494766,0.26450184,0.907405317,KGZ,100,26.57941469,1.542661452,104.5162888,33.89781937,23.21240044,39.81790924,107.5654068,95.05480957,7.2,0.6,90,4.3,5,Lower-middle income,43.1947021,71.4,6322800,63.649,36.351
Laos,LAO,2018,4.85940218,8.928816795,0.70473814,60.20000076,0.906660974,0.138856784,0.634239852,LAO,98.07460022,22.29355488,2.040392669,97.89003754,33.89781937,41.88410187,46.68267822,102.3609924,67.36177826,5.4,10,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,67.61,7061498,64.996,35.004
Latvia,LVA,2018,5.901154041,10.31066418,0.913276315,66.09999847,0.608207643,-0.21648632,0.798949242,LVA,100,23.47085619,2.534454242,98.3991394,33.89781937,41.25289917,95.04225159,99.61438751,109.1557007,12.7760176,0.3,99,8.4,6.4,High income,83.57717486,74.78292683,1927174,31.858,68.142
Lebanon,LBN,2018,5.167186737,9.79651165,0.829380631,65.92500305,0.60703069,-0.07902959,0.906650305,LBN,100,-4.003407848,6.076989079,91.28074342,33.89781937,4.710000038,62.93905588,103.8314319,85.87845777,7.2,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,43.1947021,78.875,6859408,11.407,88.593
Liberia,LBR,2018,4.134852886,7.327605247,0.726750135,54.29999924,0.765769541,0.047314007,0.867924094,LBR,24.81807899,-58.29397472,23.5635149,91.28074342,33.89781937,87.21330261,62.93905588,103.8314319,85.87845777,37.5,4.732528736,93.46857671,7.874074074,9.485264133,Low income,18.9,63.73,4818976,48.849,51.151
Lithuania,LTU,2018,6.308878899,10.47578526,0.929350138,66.34999847,0.698945105,-0.240819216,0.851745069,LTU,100,20.57485143,2.697927792,104.2855988,33.89781937,33.49909973,88.34020996,104.2653427,108.2379379,12.7760176,0.9,98,6.9,5.4,High income,79.72258277,75.6804878,2801543,32.321,67.679
Luxembourg,LUX,2018,7.242630959,11.64539528,0.902192414,71.57499695,0.883929849,-0.026822932,0.385146111,LUX,100,17.39428087,1.528195243,79.64601898,33.89781937,16.02770042,91.72187042,103.2763367,104.3004837,12.7760176,0.3,100,5.3,5.9,High income,97.06129871,82.29512195,607950,9.019,90.981
Madagascar,MDG,2018,4.070586681,7.350723267,0.665512979,57.04999924,0.551473081,0.003714765,0.889145672,MDG,25.51556015,18.48646193,8.594229589,65.46877289,33.89781937,81.56860352,39.60987091,142.5342865,36.52693176,42.6,4.732528736,93.46857671,7.874074074,9.485264133,Low income,15,66.681,26262313,62.809,37.191
Malawi,MWI,2018,3.334633589,7.298732281,0.527843475,56.54999924,0.798915148,0.046437904,0.765963793,MWI,18.02,22.29355488,12.42017811,91.28074342,33.89781937,73.22499847,62.93905588,142.4578247,40.28176117,16.8,4.732528736,93.46857671,7.874074074,9.485264133,Low income,13.9,63.798,18143215,83.063,16.937
Malaysia,MYS,2018,5.338817596,10.1974926,0.789408565,65.72499847,0.874548256,0.12539421,0.894131124,MYS,100,26.13968551,0.884709161,91.28074342,33.89781937,5.310500145,99.22441864,103.8314319,81.99226379,3.2,4.732528736,97,3.1,3.6,Upper-middle income,81.20104862,75.997,31528033,23.964,76.036
Maldives,MDV,2018,5.197574615,9.892906189,0.913315058,69.77500153,0.854759276,0.015678115,0.750439852,MDV,100,19.56959782,-0.133373386,93.17411804,33.89781937,1.118299961,89.49053192,96.59713745,85.27813721,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,43.1947021,78.627,515704,60.192,39.808
Mali,MLI,2018,4.415729523,7.689634323,0.691859066,54.20000076,0.737204552,-0.032463923,0.793091416,MLI,50.9,15.55504129,0.299546507,91.28074342,33.89781937,76.60820007,6.960790157,75.6006012,41.0272789,7.7,4.732528736,79,1.7,1.6,Low income,23,58.893,19077755,57.644,42.356
Malta,MLT,2018,6.909710884,10.70583916,0.931541502,71.44999695,0.927340686,0.172014534,0.595199883,MLT,100,29.05438154,1.157823625,103.5776367,33.89781937,7.464799881,109.3249817,106.6741714,107.2667389,12.7760176,0.1,100,3.8,3.5,High income,81.65804429,82.44878049,484630,5.388,94.612
Mauritania,MRT,2018,4.313615322,8.588065147,0.801595509,59.57500076,0.466888547,-0.118532844,0.710529268,MRT,44.29382706,29.18849553,3.048914829,76.05602264,33.89781937,25.13069916,62.93905588,99.89176178,36.8339119,8.7,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,64.704,4403312,46.328,53.672
Mauritius,MUS,2018,5.88174057,10.04427052,0.90884155,63.92499924,0.866928101,-0.079335824,0.78524971,MUS,99.42006683,18.05569014,3.216053831,100.7911835,33.89781937,9.198900223,98.11878967,101.1075974,95.09619904,5.7,4.732528736,100,4.4,9.5,Upper-middle income,58.5961697,74.41634146,1265303,59.207,40.793
Mexico,MEX,2018,6.549578667,9.917302132,0.858068883,65.80000305,0.816200495,-0.183739126,0.808638096,MEX,99.5,23.66014724,4.899350154,102.2558899,33.89781937,9.625300407,72.79931641,105.0280685,105.103363,6.2,1.7,99,3.2,3.4,Upper-middle income,65.77263448,74.992,126190782,19.844,80.156
Moldova,MDA,2018,5.682277203,9.422848701,0.89207989,64.09999847,0.823824346,-0.087572187,0.928719878,MDA,99.99,15.18887619,3.045053973,89.38008118,33.89781937,25.74609947,86.70314789,90.61875916,86.90614319,12.7760176,0,90,5.1,3.1,Lower-middle income,43.1947021,71.808,2708214,57.371,42.629
Mongolia,MNG,2018,5.464622974,9.39700985,0.941514134,60.20000076,0.695546806,0.050002832,0.848502219,MNG,98.1,25.95080131,6.812435942,101.7796478,33.89781937,3.358299971,86.66912079,104.0403595,85.87845777,5.5,0.5,84,5.9,4.8,Lower-middle income,47.13000188,69.689,3170214,31.555,68.445
Montenegro,MNE,2018,5.650189877,9.937419891,0.855979621,66.90000153,0.626431286,-0.054822855,0.768922508,MNE,100,14.89623141,2.611223783,94.47805786,33.89781937,40.60720062,69.33129883,100.0025482,89.87782288,12.7760176,4.732528736,99,15.2,15.1,Upper-middle income,71.51710049,76.77,622227,33.187,66.813
Morocco,MAR,2018,4.896791935,8.996167183,0.553759754,63.59999847,0.773180425,-0.243001193,0.843172729,MAR,98.1,27.80701406,1.803916711,93.59745789,33.89781937,10.83230019,50.8885994,113.8765793,80.22619629,3.7,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,64.80386519,76.453,36029089,37.547,62.453
Mozambique,MOZ,2018,4.653713703,7.16464138,0.738480449,49.95000076,0.896621585,0.047143135,0.691220403,MOZ,31.1,12.86910319,3.9113344,51.98764038,33.89781937,65.94210052,62.93905588,112.6049805,85.87845777,31,4.732528736,93.46857671,7.874074074,9.485264133,Low income,10.4,60.163,29496009,64.012,35.988
Myanmar,MMR,2018,4.410633087,8.424262047,0.773825943,60.57500076,0.906110823,0.495101869,0.646725893,MMR,66.17798615,29.82971127,6.872328657,95.39961243,33.89781937,60.11109924,8.530929565,112.3066711,68.43682098,7.8,4.732528736,80,0.7,1,Lower-middle income,43.1947021,66.867,53708318,69.421,30.579
Namibia,NAM,2018,4.834087849,9.236609459,0.864214778,55.72499847,0.75390476,-0.174188748,0.845942497,NAM,53.96953964,12.20233075,4.291591053,94.08621979,33.89781937,30.32699966,34.20079041,124.2483902,85.87845777,19.9,4.732528736,84,21.1,18.6,Upper-middle income,40,63.373,2448300,49.968,50.032
Nepal,NPL,2018,4.910086632,8.221292496,0.768335521,61.02500153,0.770093679,0.110457495,0.741752803,NPL,93.92,42.57332015,4.061163388,91.28074342,33.89781937,75.03970337,62.93905588,103.8314319,85.87845777,4.3,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,70.478,28095712,80.26,19.74
Netherlands,NLD,2018,7.463097095,10.93419456,0.939443171,71.32499695,0.919985175,0.157564297,0.370557785,NLD,100,31.79308712,1.703497947,91.28074342,33.89781937,7.383699894,88.99539948,105.2210312,134.2794342,12.7760176,0.1,100,3.7,4,High income,91.89189189,81.81219512,17231624,8.51,91.49
New Zealand,NZL,2018,7.370285988,10.66574287,0.953862727,70.125,0.94930017,0.115251094,0.206580222,NZL,100,20.36286503,1.598297038,91.28074342,33.89781937,31.03960037,94.15686035,101.0714188,114.6388321,12.7760176,4.732528736,100,4.2,4.5,High income,43.1947021,81.85853659,4900600,13.462,86.538
Nicaragua,NIC,2018,5.81895256,8.637042999,0.854276538,65.42500305,0.797056854,0.007334274,0.712824762,NIC,87.19432068,22.00742814,4.94723728,91.28074342,33.89781937,50.19139862,62.93905588,103.8314319,85.87845777,18.2,4.732528736,82,5.2,5.3,Lower-middle income,43.1947021,74.275,6465502,41.478,58.522
Niger,NER,2018,5.164007187,7.084448814,0.612025678,55.15000153,0.790665627,0.007915767,0.637166798,NER,17.6,22.14268219,2.96760366,91.28074342,33.89781937,77.96600342,8.047699928,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,62.024,22442831,83.575,16.425
Nigeria,NGA,2018,5.252288342,8.534989357,0.740854204,54.07500076,0.789881051,-0.011638634,0.865602672,NGA,56.5,19.26258667,12.09473155,91.28074342,33.89781937,79.65419769,62.93905588,103.8314319,85.87845777,10.7,39.1,93.46857671,7.874074074,9.485264133,Lower-middle income,31.9,54.332,195874685,49.656,50.344
North Macedonia,MKD,2018,5.239834785,9.689579964,0.84891516,65.90000153,0.744800925,-0.045637872,0.909934342,MKD,99.8,32.44623534,1.458312985,93.41673279,33.89781937,20.8715992,41.83069992,98.17537689,79.990448,12.7760176,3.4,98,21.3,19.9,Upper-middle income,79.16775519,75.688,2082957,42.037,57.963
Norway,NOR,2018,7.444262028,11.07195663,0.965961933,71.34999847,0.960429013,0.088390358,0.268201441,NOR,100,36.02070689,2.764831345,99.123909,33.89781937,60.81380081,96.00299072,100.0776291,117.4500885,12.7760176,0.3,100,4,3.5,High income,96.49165799,82.75853659,5311916,17.752,82.248
Pakistan,PAK,2018,5.471553802,8.539626122,0.685059488,56.625,0.77256912,0.061125979,0.798841655,PAK,72.63497925,12.21702054,5.078057259,71.07129669,33.89781937,41.7417984,83.14241791,94.32820129,42.67465973,12.2,4.4,90,4,4.6,Lower-middle income,15.34,67.114,212228288,63.334,36.666
Panama,PAN,2018,6.281434059,10.34578705,0.904389799,68.59999847,0.861448109,-0.134812459,0.83693099,PAN,94.94482422,29.69295161,0.761578359,91.28074342,33.89781937,24.41119957,62.93905588,103.8314319,85.87845777,7.4,1.7,94,3.1,5,Upper-middle income,61.80553132,78.329,4176868,32.291,67.709
Peru,PER,2018,5.679661274,9.44906044,0.84530139,69.32499695,0.829641998,-0.181171566,0.906244636,PER,95.2,19.71792893,1.317647659,96.10073853,33.89781937,27.8973999,103.516922,106.9451218,106.4454117,7.9,2.7,93.46857671,7.874074074,9.485264133,Upper-middle income,55.05433424,76.516,31989265,22.093,77.907
Philippines,PHL,2018,5.869172573,9.031899452,0.845803261,61.97499847,0.917808175,-0.109501414,0.726483345,PHL,94.43275452,33.80704632,5.211604606,115.4368973,33.89781937,23.2201004,99.81633759,101.8622208,84.04538727,9.7,2.7,93,2.1,2.7,Lower-middle income,43.1947021,71.095,106651394,53.093,46.907
Poland,POL,2018,6.111485004,10.36530972,0.863444209,68.52500153,0.870215118,-0.258324355,0.720451355,POL,100,19.40134244,1.812951565,94.33351898,33.89781937,11.26379967,87.79385376,96.88519287,111.9701996,12.7760176,0.2,100,3.8,3.9,High income,77.54173454,77.60243902,37974750,39.942,60.058
Portugal,PRT,2018,5.919822693,10.43531322,0.887113273,70.875,0.877404213,-0.265426725,0.87972784,PRT,100,18.3333104,0.993715683,99.57019043,33.89781937,27.61380005,90.96144867,106.8267288,120.8339767,12.7760176,0.3,100,6.6,7.4,High income,74.66096815,81.32439024,10283822,34.789,65.211
Romania,ROU,2018,6.150878906,10.26608753,0.81793046,66.67500305,0.84515959,-0.221662477,0.921170175,ROU,100,18.12734518,4.625484431,85.22177124,33.89781937,23.04929924,88.32218933,87.32537842,89.06909943,12.7760176,2.4,100,4.7,3.5,Upper-middle income,70.68127793,75.35853659,19473970,46.002,53.998
Russia,RUS,2018,5.513500214,10.19078541,0.908726096,63.82500076,0.7292822,-0.150907248,0.865311563,RUS,100,28.94923532,2.878297236,101.9632111,33.89781937,3.180500031,86.34588623,104.6788177,103.7631073,12.7760176,0,97,4.9,4.8,Upper-middle income,80.86472187,72.66219512,144477859,25.567,74.433
Rwanda,RWA,2018,3.5610466,7.625810146,0.616172731,59.875,0.924231648,0.056681484,0.163809955,RWA,34.74223709,10.92989137,-0.31121016,86.54634857,33.89781937,85.69450378,22.46702957,133.0415497,40.89606094,34.3,4.732528736,60,13.5,17.1,Low income,25,68.7,12301969,82.789,17.211
Saudi Arabia,SAU,2018,6.356393337,10.73293114,0.867848396,63.79999924,0.85492152,-0.193836868,0.750439852,SAU,100,33.2275811,2.45814158,96.70606232,33.89781937,0.015699999,21.23175049,99.76989746,110.0862808,3.8,4.732528736,100,2.9,22.6,High income,93.31000185,74.998,33702757,16.156,83.844
Senegal,SEN,2018,4.769377232,8.122329712,0.739354789,59.09999847,0.629223466,-0.076827593,0.80477947,SEN,66,23.06219727,0.460985642,91.28074342,33.89781937,36.62269974,62.93905588,103.8314319,85.87845777,7.4,4.732528736,93.46857671,7.874074074,9.485264133,Low income,35.3,67.665,15854324,52.808,47.192
Serbia,SRB,2018,5.936493397,9.767436028,0.852945328,66.77500153,0.739891827,-0.103393145,0.863723576,SRB,100,18.69764425,1.959840763,98.7212677,33.89781937,21.1446991,62.28712845,100.3019333,95.08724213,3.8,4.732528736,95,12,13.7,Upper-middle income,73.36070915,75.8902439,6982604,43.908,56.092
Sierra Leone,SLE,2018,4.305683136,7.384089947,0.649638355,52.09999847,0.716484487,0.096171036,0.855733216,SLE,26.1,-6.87217299,16.03278985,81.78533936,33.89781937,79.62400055,13.88317013,112.75457,85.87845777,25.7,43,93.46857671,7.874074074,9.485264133,Low income,15.8,54.309,7650149,57.945,42.055
Singapore,SGP,2018,6.374564171,11.49615479,0.902840674,73.5,0.91607821,-0.071186461,0.096562929,SGP,100,42.09475823,0.438620118,99.92182922,33.89781937,0.727299988,62.93905588,100.2618713,105.8442993,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,88.16563603,83.29756098,5638676,0,100
Slovakia,SVK,2018,6.23511076,10.34912968,0.922378719,68.27500153,0.757634044,-0.169438615,0.909944654,SVK,100,22.26516108,2.514037129,92.17269135,33.89781937,12.42039967,97.33133698,99.70799255,91.36260986,4.1,0.2,100,6.1,7,High income,80.44892248,77.26585366,5446771,46.274,53.726
Slovenia,SVN,2018,6.249419212,10.54522896,0.940971196,70.52500153,0.942045867,-0.122956395,0.839252532,SVN,100,27.17177791,1.73860862,97.39997101,33.89781937,21.0060997,92.28288269,102.0622177,114.489212,12.7760176,0,100,4.6,5.7,High income,79.7499766,81.37804878,2073894,45.459,54.541
South Africa,ZAF,2018,4.8839221,9.546120644,0.841343999,55.67499924,0.752731323,-0.060820021,0.841192603,ZAF,84.7,14.88226056,4.504577493,90.34449768,33.89781937,10.34329987,17.62928009,98.53890228,100.5111694,5.5,4.732528736,93,25.1,29.1,Upper-middle income,62.4,63.857,57792520,33.645,66.355
South Korea,KOR,2018,5.840231419,10.64461231,0.79772383,72.82499695,0.600161672,-0.093186624,0.796825886,KOR,100,35.85497824,1.475862404,95.37677002,33.89781937,3.184000015,93.5247879,99.60977936,98.50636292,12.7760176,4.732528736,100,3.9,3.7,High income,96.02285958,82.62682927,51606633,18.541,81.459
Spain,ESP,2018,6.513370991,10.60299587,0.910314679,71.97499847,0.7222507,-0.078989901,0.776504457,ESP,100,22.39587911,1.675067615,98.52601624,33.89781937,17.38890076,95.58686829,101.9893494,126.1791534,12.7760176,0.9,100,13.7,17,High income,86.10723553,83.43170732,46797754,19.679,80.321
Sri Lanka,LKA,2018,4.435023785,9.529016495,0.832882166,66.90000153,0.858873606,0.098038562,0.855907619,LKA,99.58686066,26.70140671,2.135037737,91.28074342,33.89781937,51.4048996,68.67870331,100.1620178,100.3352203,6,4.732528736,92,3,6.9,Lower-middle income,26,76.812,21670000,81.524,18.476
Palestine,PSE,2018,4.5539217,8.717741013,0.819479287,63.08116208,0.654534519,-0.159903735,0.813779533,PSE,99.9903717,15.45448217,-0.195107774,96.85253906,33.89781937,12.72959995,56.47925186,98.60411072,89.48774719,12.7760176,4.732528736,97,22.4,41.9,Lower-middle income,64.39999371,73.895,4569087,23.836,76.164
Sweden,SWE,2018,7.374792099,10.86569405,0.93067956,71.77500153,0.941724658,0.07340049,0.262796581,SWE,100,28.57527934,1.953535301,104.1240463,33.89781937,52.48279953,97.31909943,128.6435394,151.7045441,12.7760176,0.7,100,6.5,6.2,High income,89.24696316,82.55853659,10175214,12.569,87.431
Switzerland,CHE,2018,7.508586884,11.16419792,0.930290997,72.30000305,0.926414549,0.094202042,0.301259965,CHE,100,33.8126381,0.936335464,96.21008301,33.89781937,24.2031002,102.8110123,105.4764709,102.5706787,12.7760176,0,100,4.4,5.1,High income,91.8,83.75365854,8514329,26.203,73.797
Tajikistan,TJK,2018,5.497468948,8.133027077,0.875243485,61.84999847,0.738455519,-0.070536941,0.577945948,TJK,99.3,34.58521366,5.081150938,91.28074342,33.89781937,39.47409821,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,43.1947021,70.879,9100847,72.866,27.134
Tanzania,TZA,2018,3.445023298,7.828423023,0.6753304,58.04999924,0.807142138,0.153607219,0.611534059,TZA,35.22945023,31.43970941,3.494458489,68.70372772,33.89781937,83.65579987,41.4045105,94.16869354,29.43507957,24.2,4.732528736,93.46857671,7.874074074,9.485264133,Low income,19,65.015,56313444,66.224,33.776
Thailand,THA,2018,6.011561871,9.779569626,0.873052418,68.22499847,0.90482825,0.257063568,0.906596005,THA,99.82,31.66004904,1.063897542,93.42047119,33.89781937,23.72330093,78.99359894,99.77436066,117.7388077,7.9,0,100,0.8,0.7,Upper-middle income,56.81748093,76.931,69428454,50.051,49.949
Togo,TGO,2018,4.022894859,7.611330509,0.596353889,55.70000076,0.611966252,-0.027302342,0.808537722,TGO,50,15.51081226,0.928170504,89.67256165,33.89781937,75.08499908,22.83068085,123.7646332,85.87845777,20.9,4.732528736,93.46857671,7.874074074,9.485264133,Low income,15.5,60.76,7889095,58.298,41.702
Tunisia,TUN,2018,4.741132259,9.309548378,0.732953548,66.84999847,0.649680078,-0.195936218,0.84011662,TUN,99.8,8.60044612,7.30759176,91.28074342,33.89781937,11.88679981,62.93905588,115.4459686,85.87845777,2.5,4.732528736,97,12.5,22.8,Lower-middle income,64.19081023,76.505,11565203,31.055,68.945
Turkey,TUR,2018,5.185689449,10.2455864,0.847027302,68.22499847,0.528629065,-0.179061726,0.804878533,TUR,100,27.70718999,16.3324639,88.52777863,33.89781937,11.8739996,36.67242813,94.9104538,104.4788284,12.7760176,0,97,9.5,13.8,Upper-middle income,71.04276084,77.437,82340090,24.857,75.143
Uganda,UGA,2018,4.321714878,7.690243721,0.739841044,57.72499847,0.728512764,0.075058661,0.856106222,UGA,42.7,21.3500585,2.623975052,91.28074342,33.89781937,90.33390045,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,Low income,43.1947021,62.973,42729032,76.226,23.774
Ukraine,UKR,2018,4.661909103,9.420351982,0.900936723,64.17500305,0.663055062,-0.077508025,0.942960739,UKR,100,15.21641955,10.95185594,91.28074342,33.89781937,6.907299995,62.93905588,103.8314319,85.87845777,12.7760176,0,94,10,7.4,Lower-middle income,62.55315539,71.58268293,44622518,30.648,69.352
United Arab Emirates,ARE,2018,6.603743553,11.17815971,0.851041317,65.84999847,0.943664372,0.044617459,0.750439852,ARE,100,22.29355488,3.068633793,91.28074342,33.89781937,0.259200007,62.93905588,103.8314319,85.87845777,3.4,0,100,1.3,5.9,High income,98.45000178,77.814,9630966,13.478,86.522
United Kingdom,GBR,2018,7.233445168,10.75530624,0.928483903,70,0.83750838,0.221139982,0.404276013,GBR,100,14.20759879,2.292839903,100.5974579,33.89781937,11.04500008,107.1398468,100.9955521,120.783577,12.7760176,4.732528736,100,4.1,3.9,High income,90.69200899,81.25609756,66460344,16.602,83.398
United States,USA,2018,6.882684708,11.02444267,0.903856039,66.22499847,0.824606657,0.111657284,0.709928274,USA,100,19.1592162,2.442583297,100.0926971,33.89781937,10.10719967,72.1459198,101.2565613,99.27558136,12.7760176,1,100,4,3.8,High income,88.49890317,78.63902439,326838199,17.744,82.256
